0,-1,1,0,1,0,1,15,0,-1,-1,0,0,-1,0,7,8,1.53,3.8,6.5,1
-1,0,1,1,1,-1,1,7,1,-1,0,-1,1,-1,-1,7,8,1.85,3.4,4.33,-1
0,0,1,1,1,1,-1,14,0,-1,1,-1,-1,1,1,7,8,2,3.2,4,1
-1,1,-1,0,1,1,-1,10,-1,0,1,-1,-1,-1,-1,13,8,1.5,4,7,-1
-1,-1,1,1,1,0,-1,13,1,1,1,-1,-1,-1,1,6,8,2,3.2,4,1
1,1,1,1,1,0,-1,11,0,-1,0,-1,0,0,1,14,8,5.25,3.6,1.67,0
-1,1,-1,0,1,1,0,17,-1,-1,0,1,0,-1,1,8,8,1.73,3.5,5,1
1,-1,-1,1,0,-1,1,8,1,1,1,1,-1,0,1,8,8,2.8,3.2,2.5,0
0,-1,-1,1,-1,1,-1,19,1,-1,0,-1,-1,1,0,14,8,1.85,3.5,4.2,1
1,0,-1,1,1,1,0,12,-1,-1,1,-1,-1,0,-1,11,8,2.75,3.1,2.63,0
1,-1,1,1,-1,-1,1,10,-1,1,0,-1,-1,0,-1,17,9,3.8,3.2,2.05,1
1,1,0,0,1,0,1,7,0,-1,-1,-1,1,-1,1,10,9,2.15,3.1,3.6,-1
-1,-1,-1,1,0,-1,0,8,1,1,-1,1,-1,1,-1,22,9,4,3.3,1.95,-1
1,0,1,-1,1,1,-1,10,0,-1,-1,-1,-1,1,-1,14,9,2.38,3.1,3.1,1
0,-1,1,1,1,1,-1,14,1,-1,-1,-1,0,1,-1,14,9,2.3,3.1,3.2,0
1,0,-1,0,1,-1,1,11,1,1,-1,0,1,-1,0,8,9,1.83,3.4,4.5,1
-1,-1,1,1,1,-1,1,6,0,1,-1,-1,-1,0,0,15,9,2.5,3,3,-1
1,-1,1,1,0,1,0,14,1,-1,0,-1,0,-1,-1,15,9,2.1,3.1,3.8,1
1,0,1,0,0,-1,0,15,-1,1,0,-1,-1,1,1,11,9,1.44,4.2,7.5,0
1,0,1,1,-1,0,1,14,-1,-1,-1,-1,0,1,0,14,9,1.8,3.4,4.75,-1
-1,1,0,-1,1,0,1,8,0,-1,0,0,1,0,0,18,10,10,4.6,1.33,-1
1,0,1,0,1,1,1,15,1,-1,-1,-1,1,-1,1,9,10,1.65,3.6,5.5,-1
1,1,1,-1,1,-1,-1,10,0,-1,-1,1,0,-1,1,17,10,3.1,3.1,2.38,-1
1,1,1,1,-1,1,1,15,0,1,0,-1,1,-1,-1,12,10,2.38,3.1,3.1,0
-1,0,1,1,-1,-1,0,14,0,-1,1,-1,-1,1,-1,10,10,1.44,4.33,7,1
-1,1,1,1,0,0,-1,16,1,-1,-1,1,1,-1,-1,11,10,1.62,3.4,6.5,0
-1,1,1,1,1,-1,0,14,-1,0,0,-1,0,-1,1,10,10,2.05,3.2,3.8,-1
-1,0,1,1,0,1,1,18,1,1,-1,0,1,0,1,9,10,1.95,3.3,4,0
-1,1,1,0,1,0,1,17,-1,-1,-1,0,1,-1,0,14,10,1.73,3.5,5,1
-1,1,-1,1,-1,1,-1,25,-1,-1,-1,0,1,0,1,14,10,1.67,3.6,5.25,1
1,1,0,-1,0,-1,1,14,-1,0,1,-1,0,-1,1,11,11,1.57,3.6,6.5,-1
0,0,1,0,1,-1,-1,10,0,-1,-1,1,1,0,-1,17,11,3.6,3.25,2.1,-1
-1,1,0,-1,0,-1,0,12,-1,-1,1,-1,1,1,1,10,11,1.91,3.4,4,1
1,-1,1,1,-1,1,1,10,-1,-1,-1,0,0,1,0,19,11,2.5,3.2,2.88,-1
1,0,0,-1,0,0,-1,21,0,-1,-1,0,-1,-1,0,18,11,1.4,4.6,7.5,1
1,1,-1,-1,1,1,0,14,-1,-1,0,1,-1,0,-1,14,11,2.63,3.1,2.8,1
1,1,1,-1,1,-1,-1,9,-1,-1,-1,-1,1,0,1,17,11,2.2,3.1,3.5,-1
1,1,0,1,0,1,1,20,-1,1,-1,1,-1,1,-1,25,11,2.4,3.3,2.88,1
-1,0,1,-1,1,1,0,15,0,-1,0,-1,-1,-1,1,15,11,2.5,3.2,2.8,1
1,1,-1,0,1,-1,-1,20,-1,-1,-1,1,-1,-1,0,15,11,1.57,3.6,6.5,1
1,1,-1,-1,0,1,-1,18,-1,1,1,-1,-1,0,-1,15,12,1.44,4.2,7.5,0
1,1,-1,1,-1,-1,-1,12,0,-1,0,-1,1,1,1,10,12,2.05,3.2,3.75,1
