-1,-1,1,1,-1,0,0,0.111111111111,0.0909090909091,0.444444444444,0.230769230769,0.0,0.0714285714286,0.0,11,1,0,-1,-1,-1,-1,-1,0.0909090909091,0.2,0.0,0.0,0.0,0.0,0.0,4,8,1.62,3.5,6.5,1
1,1,-1,-1,-1,-1,0,0.3,0.222222222222,0.222222222222,0.0,0.0,0.0,0.25,10,-1,-1,0,-1,0,-1,-1,0.0,0.166666666667,0.4,0.125,0.0909090909091,0.142857142857,0.0,2,8,1.75,3.4,5,1
1,0,0,-1,0,0,-1,0.2,0.0833333333333,0.2,0.111111111111,0.0666666666667,0.111111111111,0.0,10,1,0,-1,1,-1,0,1,0.333333333333,0.0,0.0,0.125,0.0,0.2,0.0833333333333,11,8,1.4,4.33,8.5,1
0,-1,-1,1,-1,0,1,0.111111111111,0.166666666667,0.0,0.333333333333,0.0526315789474,0.0769230769231,0.166666666667,8,-1,-1,0,-1,1,-1,0,0.222222222222,0.0,0.0555555555556,0.0,0.230769230769,0.0,0.0769230769231,8,8,1.67,3.5,5.5,-1
-1,-1,1,0,1,1,0,0.0,0.333333333333,0.111111111111,0.1,0.272727272727,0.333333333333,0.0,14,-1,0,0,0,1,0,0,0.0,0.0,0.181818181818,0.111111111111,0.307692307692,0.142857142857,0.166666666667,8,8,2.2,3.1,3.5,1
-1,-1,-1,-1,1,1,-1,0.2,0.0,0.0,0.0909090909091,0.125,0.176470588235,0.0,6,-1,-1,1,-1,-1,0,1,0.0,0.0,0.230769230769,0.166666666667,0.0625,0.222222222222,0.222222222222,10,8,3.1,3.1,2.38,-1
0,1,1,0,-1,0,1,0.0833333333333,0.222222222222,0.1,0.0526315789474,0.0,0.222222222222,0.125,13,1,0,1,-1,0,-1,1,0.2,0.0,0.25,0.2,0.0,0.0588235294118,0.266666666667,12,8,1.83,3.25,4.75,0
-1,1,-1,1,-1,1,-1,0.0,0.0666666666667,0.0,0.153846153846,0.166666666667,0.133333333333,0.0,10,1,1,0,0,0,0,1,0.25,0.1,0.0,0.0588235294118,0.0,0.153846153846,0.4,14,8,3.75,3,2.15,0
0,1,0,1,1,0,0,0.166666666667,0.166666666667,0.142857142857,0.230769230769,0.2,0.0666666666667,0.0909090909091,14,1,1,0,1,1,0,-1,0.111111111111,0.166666666667,0.1,0.25,0.133333333333,0.142857142857,0.0,15,8,2.8,3.1,2.6,0
1,1,1,1,1,1,-1,0.0588235294118,0.0869565217391,0.0769230769231,0.157894736842,0.0666666666667,0.125,0.0909090909091,19,0,0,0,1,1,1,1,0.1,0.0,0.0,0.285714285714,0.181818181818,0.444444444444,0.222222222222,16,8,3,3.2,2.4,0
1,0,0,0,0,1,0,0.1,0.0,0.0588235294118,0.0,0.153846153846,0.4,0.0588235294118,15,0,0,-1,0,0,-1,1,0.0833333333333,0.2,0.111111111111,0.0666666666667,0.111111111111,0.0,0.133333333333,11,9,2.25,3,3.5,0
-1,0,-1,1,-1,0,1,0.0,0.0555555555556,0.0,0.230769230769,0.0,0.0769230769231,0.75,8,1,1,0,-1,0,1,0,0.222222222222,0.1,0.0526315789474,0.0,0.222222222222,0.125,0.105263157895,16,9,2.63,3.1,2.8,-1
0,-1,-1,-1,-1,-1,-1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5,-1,-1,-1,1,1,-1,-1,0.0,0.0,0.0909090909091,0.125,0.176470588235,0.0,0.0,7,9,1.91,3.2,4.33,0
