1,1,-1,0,0,1,1,0.153846153846,0.333333333333,0.0,0.133333333333,0.0625,0.2,0.0740740740741,17,1,1,-1,0,-1,0,1,0.1,0.222222222222,0.0,0.133333333333,0.0,0.166666666667,0.111111111111,11,8,1.45,4.75,8,1
1,0,0,0,1,0,-1,0.142857142857,0.153846153846,0.0416666666667,0.133333333333,0.333333333333,0.0625,0.0,11,1,0,-1,0,0,-1,1,0.0909090909091,0.111111111111,0.111111111111,0.181818181818,0.2,0.2,0.133333333333,10,8,1.4,5,9,0
-1,-1,0,0,0,-1,0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.2,4,-1,1,-1,0,1,-1,1,0.0,0.176470588235,0.25,0.125,0.230769230769,0.0769230769231,0.181818181818,13,8,2.8,3.4,2.7,-1
-1,-1,0,0,1,1,-1,0.25,0.111111111111,0.25,0.0,0.3,0.125,0.0,8,1,1,1,1,0,1,1,0.272727272727,0.0740740740741,0.5,0.137931034483,0.166666666667,0.176470588235,0.4,22,8,8.5,4.75,1.44,-1
0,0,-1,1,-1,0,-1,0.153846153846,0.25,0.176470588235,0.181818181818,0.117647058824,0.0909090909091,0.1,9,1,0,1,1,-1,-1,-1,0.142857142857,0.0,0.181818181818,0.2,0.0,0.0,0.0,10,8,1.6,4,6.5,1
-1,0,1,1,1,1,-1,0.0833333333333,0.0,0.166666666667,0.4,0.0909090909091,0.105263157895,0.0,16,0,0,-1,0,0,0,1,0.285714285714,0.0909090909091,0.0,0.333333333333,0.0,0.0,0.375,8,8,1.57,4,7,1
-1,0,0,-1,0,-1,0,0.0,0.0,0.166666666667,0.0,0.08,0.0,0.222222222222,7,0,-1,0,1,1,-1,0,0.181818181818,0.0,0.111111111111,0.125,0.333333333333,0.0,0.133333333333,9,8,2.25,3.6,3.3,1
-1,-1,1,-1,0,-1,-1,0.0,0.0,0.0555555555556,0.0,0.0952380952381,0.1,0.0,4,1,-1,1,-1,-1,0,1,0.166666666667,0.0909090909091,0.176470588235,0.0,0.0909090909091,0.0416666666667,0.105263157895,13,8,6,4.2,1.6,-1
-1,0,1,-1,0,1,-1,0.0,0.0526315789474,0.142857142857,0.0,0.25,0.0833333333333,0.0909090909091,11,1,1,1,-1,-1,0,0,0.4,0.1,0.2,0.181818181818,0.0,0.0,0.181818181818,11,8,2.5,3.3,3.1,1
0,0,-1,-1,1,1,-1,0.2,0.0,0.0,0.0,0.1,0.2,0.125,9,-1,0,0,1,-1,1,1,0.0714285714286,0.1,0.0,0.210526315789,0.1875,0.25,0.133333333333,12,8,5,4,1.75,0
1,-1,0,1,-1,1,1,0.176470588235,0.25,0.125,0.230769230769,0.0769230769231,0.181818181818,0.136363636364,16,1,-1,0,0,1,1,1,0.333333333333,0.0,0.133333333333,0.0625,0.2,0.0740740740741,0.2,17,9,6.5,4.5,1.55,1
-1,1,-1,-1,0,1,1,0.0909090909091,0.176470588235,0.0,0.0909090909091,0.0416666666667,0.105263157895,0.2,14,0,-1,0,0,-1,1,0,0.111111111111,0.111111111111,0.181818181818,0.2,0.2,0.133333333333,0.5,11,9,1.44,4.75,8,0
0,1,1,1,1,-1,1,0.0,0.166666666667,0.4,0.0909090909091,0.105263157895,0.0,0.4,19,0,1,-1,0,1,-1,1,0.0526315789474,0.142857142857,0.0,0.25,0.0833333333333,0.0909090909091,0.117647058824,11,9,1.65,4,6,1
0,-1,0,0,0,1,-1,0.0909090909091,0.0,0.333333333333,0.0,0.0,0.375,0.0,8,0,0,0,1,0,-1,0,0.153846153846,0.0416666666667,0.133333333333,0.333333333333,0.0625,0.0,0.08,14,9,5.5,3.8,1.73,-1
0,-1,-1,1,1,-1,0,0.0,0.0,0.0,0.1,0.2,0.125,0.25,10,-1,0,0,1,1,-1,-1,0.111111111111,0.25,0.0,0.3,0.125,0.0,0.142857142857,9,9,1.91,3.6,4.5,0
1,1,-1,-1,0,0,-1,0.1,0.2,0.181818181818,0.0,0.0,0.181818181818,0.0769230769231,14,-1,0,1,1,-1,0,-1,0.0,0.111111111111,0.125,0.333333333333,0.0,0.133333333333,0.0,9,9,1.95,3.7,4.2,1
-1,0,0,0,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.2,0.0588235294118,4,0,-1,1,-1,0,-1,1,0.25,0.176470588235,0.181818181818,0.117647058824,0.0909090909091,0.1,0.2,12,9,4.75,3.75,1.83,-1
1,-1,0,-1,0,1,-1,0.222222222222,0.0,0.133333333333,0.0,0.166666666667,0.111111111111,0.0526315789474,11,0,0,-1,0,-1,0,1,0.0,0.166666666667,0.0,0.08,0.0,0.222222222222,0.0526315789474,10,9,1.75,3.9,5,-1
