1,1,1,1,-1,-1,0,13,-1,1,0,-1,-1,0,-1,5,8,1.8,3.6,4.5,1
1,1,-1,1,-1,-1,-1,18,0,0,0,0,-1,-1,0,8,8,1.29,5.5,11,1
1,0,0,0,1,-1,1,6,0,0,1,-1,0,1,1,12,8,6,4.2,1.53,1
-1,1,0,1,-1,1,0,11,1,1,0,-1,1,-1,0,5,8,2.1,3.4,3.5,1
1,0,0,-1,1,-1,1,14,1,-1,-1,0,-1,1,-1,22,8,2.5,3.4,2.75,-1
1,0,1,1,1,0,1,14,-1,0,-1,0,0,1,-1,18,8,5,3.75,1.7,-1
1,1,1,0,0,-1,-1,14,-1,1,1,-1,-1,-1,0,4,8,1.83,3.75,4.2,1
-1,0,1,0,1,-1,1,3,-1,1,-1,0,1,-1,0,15,8,3.25,3.4,2.2,0
0,-1,1,0,-1,-1,1,15,0,-1,0,-1,1,-1,0,3,9,1.36,5,8.5,1
-1,0,1,1,0,1,1,6,0,0,0,-1,1,-1,-1,7,9,2,3.5,3.75,0
0,1,0,0,-1,1,-1,21,-1,0,-1,1,-1,0,-1,11,9,1.22,6,15,1
0,1,-1,1,0,0,1,4,-1,-1,-1,1,1,0,-1,14,8,2.75,3.4,2.5,0
0,0,0,1,1,0,1,9,0,0,0,0,-1,-1,0,9,9,1.95,3.3,4.2,0
-1,0,1,-1,1,0,1,8,-1,-1,0,0,1,1,-1,14,9,2.25,3.4,3.2,1
1,1,0,1,-1,1,-1,22,-1,1,-1,1,1,1,-1,21,9,2.4,3.4,2.9,-1
-1,1,0,-1,1,0,0,16,0,1,0,1,1,0,-1,10,9,2.6,3.3,2.75,0
1,0,0,1,0,-1,0,13,0,-1,-1,-1,0,-1,1,14,9,2,3.5,3.75,1
-1,-1,1,1,1,0,1,4,0,0,1,-1,1,-1,1,17,9,4.2,3.75,1.83,-1
1,1,-1,-1,0,1,0,15,-1,0,1,-1,0,0,0,17,10,2.75,3.4,2.5,0
-1,1,-1,-1,-1,1,-1,24,1,-1,0,1,1,-1,-1,15,10,1.7,3.8,5,1
0,0,1,-1,1,1,0,10,0,0,-1,-1,0,-1,0,9,10,2.6,3.3,2.75,1
0,0,0,1,1,0,0,9,0,-1,-1,0,-1,-1,0,9,9,2.1,3.3,3.6,-1
0,1,-1,1,0,1,1,12,-1,0,-1,1,-1,1,1,23,10,4.5,3.6,1.8,0
