1,1,0,1,0,-1,-1,5,0,-1,-1,1,1,0,1,16,8,1.8,3.25,4.26,1
-1,1,0,1,-1,0,1,14,-1,0,-1,1,0,1,-1,11,8,2.62,3.12,2.51,0
0,1,0,1,1,0,1,14,0,-1,1,1,-1,0,1,10,8,1.25,4.85,10.97,-1
-1,1,1,-1,0,-1,1,2,0,-1,1,0,1,-1,0,12,8,1.61,3.38,5.55,1
1,1,-1,1,-1,1,-1,1,1,-1,1,0,1,-1,-1,5,9,1.68,3.34,4.97,1
1,-1,1,1,0,-1,0,17,1,-1,1,0,0,1,1,2,9,7.07,3.68,1.46,-1
1,0,-1,0,0,1,-1,2,1,1,-1,1,-1,1,-1,20,9,1.59,3.42,5.53,1
1,1,-1,-1,0,-1,1,14,-1,-1,-1,-1,-1,0,-1,8,9,5.85,3.52,1.56,1
1,-1,-1,1,0,-1,-1,9,-1,0,-1,1,0,-1,0,15,9,2.65,3.14,2.48,0
-1,-1,-1,-1,0,0,1,17,-1,0,-1,-1,0,-1,1,13,9,2.33,3.06,2.93,-1
-1,-1,1,0,-1,1,1,3,-1,0,1,-1,1,0,0,9,9,1.88,3.19,3.95,1
-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,0,1,-1,1,17,8,1.74,3.28,4.51,0
0,1,0,-1,-1,1,1,7,1,1,1,0,0,-1,1,17,10,1.46,3.64,7.09,1
1,1,1,1,0,1,1,5,1,-1,0,1,-1,-1,-1,3,9,1.94,3.18,3.72,1
0,1,1,0,1,-1,-1,13,-1,-1,1,0,1,-1,-1,2,10,2.02,3.15,3.5,-1
1,1,0,-1,1,-1,0,13,0,-1,0,0,0,1,-1,12,10,3.39,3.14,2.05,1
1,-1,0,0,-1,-1,-1,4,0,1,0,0,-1,1,-1,2,9,1.54,3.48,6.06,0
0,1,-1,0,1,0,0,17,-1,1,1,1,1,1,0,2,10,2.62,3.15,2.51,-1
1,-1,0,-1,1,0,1,10,1,-1,-1,0,1,0,1,19,10,1.74,3.27,4.66,1
1,-1,0,-1,1,1,1,6,-1,1,1,0,1,-1,-1,16,10,8.53,4.16,1.34,1
0,-1,1,-1,0,0,1,9,1,1,-1,0,1,1,0,11,9,1.61,3.36,5.57,1
-1,1,-1,1,-1,1,1,20,-1,1,-1,1,-1,1,-1,1,9,2.31,3.17,2.85,0
1,-1,0,-1,1,1,-1,2,-1,0,1,-1,1,0,-1,14,10,2.24,3.14,3.03,1
-1,0,0,1,-1,1,0,3,-1,-1,-1,0,-1,-1,-1,6,11,2.11,3.17,3.28,0
-1,-1,0,0,1,-1,1,19,-1,1,-1,1,-1,-1,0,17,11,1.2,5.37,12.68,-1
-1,-1,-1,-1,-1,0,-1,5,1,0,1,-1,-1,-1,-1,3,10,1.57,3.41,5.95,-1
-1,1,-1,1,-1,1,0,1,-1,0,1,1,-1,-1,-1,10,11,4.34,3.24,1.78,1
1,0,0,0,-1,1,1,11,1,-1,1,0,0,-1,-1,9,9,2.25,3.16,3,1
1,1,0,-1,0,-1,1,20,-1,1,0,-1,0,0,1,14,11,2.67,3.08,2.51,-1
-1,1,0,-1,-1,0,1,9,1,0,0,1,1,1,0,6,11,2.08,3.14,3.35,1
-1,-1,0,-1,1,1,1,17,1,0,1,-1,0,-1,-1,9,11,2.83,3.14,2.37,-1
1,0,-1,1,1,1,1,3,-1,-1,0,-1,1,1,1,15,11,1.81,3.24,4.23,1
1,0,1,-1,-1,-1,1,15,0,0,0,1,-1,-1,-1,9,12,1.2,5.52,12.1,-1
1,1,0,1,1,1,0,3,-1,0,1,0,1,-1,1,20,11,3.07,3.13,2.2,1
0,-1,-1,1,1,1,1,9,1,1,1,1,0,1,1,7,12,2.31,3.15,2.87,1
0,-1,1,-1,0,1,1,14,0,1,-1,-1,-1,-1,-1,3,12,2.43,3.14,2.7,1
0,-1,1,0,1,1,-1,8,1,0,0,-1,1,-1,1,19,12,1.57,3.46,5.76,1
1,-1,0,0,1,1,1,8,1,0,1,-1,-1,-1,1,17,11,2.31,3.14,2.89,1
-1,0,1,0,0,-1,-1,15,1,0,1,-1,-1,1,-1,2,12,1.81,3.24,4.15,-1
-1,1,-1,1,1,0,-1,15,-1,0,1,1,0,-1,-1,13,11,2.41,3.14,2.75,1
0,0,-1,-1,-1,0,1,3,-1,1,-1,1,-1,0,-1,1,11,3.04,3.09,2.25,1
0,-1,1,1,1,1,-1,3,0,0,-1,1,-1,0,0,5,12,2.43,3.11,2.76,1
0,0,-1,1,1,1,-1,8,0,-1,0,0,1,1,1,15,11,4.07,3.23,1.85,1
