1,-1,1,1,1,1,0,18,-1,1,-1,-1,0,1,1,13,1.17,7.38,15.32,-1
1,1,0,1,0,1,0,13,-1,1,-1,-1,1,0,1,18,1.77,3.68,4.65,0
1,-1,-1,0,1,-1,1,4,1,-1,0,0,1,0,1,7,3.02,3.27,2.4,1
1,-1,0,1,0,1,-1,1,1,-1,1,-1,-1,-1,0,13,1.29,5.51,10.2,1
1,-1,-1,0,-1,1,-1,13,1,1,0,-1,-1,1,0,11,2.07,3.33,3.7,1
0,1,1,0,1,0,1,11,1,-1,1,1,0,-1,1,4,3.72,3.34,2.06,1
0,1,0,1,1,1,1,8,1,1,0,-1,1,-1,-1,4,1.51,4.06,6.85,1
-1,1,1,-1,0,-1,0,19,1,-1,0,1,-1,0,-1,1,7.43,4.34,1.45,-1
-1,1,1,0,-1,-1,-1,15,1,1,0,1,-1,1,-1,10,2.37,3.18,3.15,-1
-1,1,1,1,0,0,1,13,1,-1,0,-1,-1,0,-1,3,3.55,3.53,2.04,1
1,0,0,-1,0,-1,1,7,1,0,-1,0,-1,1,-1,1,5.48,3.64,1.68,-1
-1,0,1,1,-1,0,1,8,-1,-1,0,-1,0,-1,-1,14,2.08,3.31,3.69,1
1,-1,1,1,1,0,1,16,0,-1,-1,-1,-1,-1,1,8,1.82,3.42,4.73,0
1,-1,-1,0,1,-1,1,3,1,-1,-1,-1,-1,0,1,20,1.33,4.89,10.09,1
1,0,1,0,1,0,0,17,-1,-1,-1,-1,0,0,1,7,2.3,3.35,3.14,-1
1,1,1,1,0,-1,1,17,-1,-1,1,0,1,0,1,20,1.57,3.91,6.38,1
1,1,1,1,1,-1,0,9,0,0,1,0,1,-1,1,7,3.58,3.26,2.15,-1
1,0,1,0,1,1,1,12,-1,-1,-1,0,0,-1,-1,12,2.22,3.22,3.44,0
1,0,-1,1,0,1,-1,1,1,1,0,-1,1,-1,-1,3,4.59,3.54,1.81,1
1,1,0,-1,-1,-1,-1,17,1,1,-1,1,1,0,-1,3,6.83,4.08,1.51,-1
1,0,1,1,1,1,1,8,-1,-1,-1,0,1,-1,-1,17,1.34,4.87,9.76,1
1,-1,0,-1,0,-1,1,16,1,0,1,-1,1,-1,1,12,2.86,3.33,2.48,1
0,-1,0,-1,1,-1,-1,5,0,-1,0,-1,-1,-1,0,12,6.14,4.13,1.55,1
1,1,0,0,1,1,0,10,1,0,-1,1,-1,-1,-1,7,1.58,3.89,6.18,1
-1,-1,0,1,-1,-1,1,12,-1,-1,-1,-1,1,0,1,11,2.23,3.19,3.41,0
-1,1,1,1,0,1,0,17,0,-1,0,-1,0,0,1,14,2.09,3.24,3.73,-1
0,1,1,-1,0,1,1,8,0,1,-1,0,-1,1,-1,1,1.92,3.43,4.12,1
1,1,1,0,0,-1,-1,8,0,-1,0,-1,1,-1,1,1,2.46,3.36,2.86,-1
-1,0,1,-1,1,1,1,4,-1,0,-1,-1,0,-1,-1,3,2.97,3.32,2.4,-1
-1,1,0,1,-1,1,1,1,0,-1,-1,0,-1,-1,1,3,8.5,4.93,1.37,1
1,1,0,-1,1,1,1,19,-1,0,-1,1,-1,1,1,1,1.87,3.43,4.46,-1
0,1,1,1,1,1,1,7,-1,-1,-1,0,-1,0,1,17,1.64,3.73,5.76,1
1,0,-1,-1,-1,-1,-1,14,-1,0,-1,0,0,1,1,14,2.2,3.23,3.47,1
-1,1,-1,-1,0,1,-1,3,1,0,1,0,1,-1,-1,18,1.15,8.28,15.77,1
0,-1,1,-1,1,-1,1,11,-1,-1,-1,1,0,1,0,13,1.85,3.43,4.54,1
1,0,1,1,1,0,1,11,1,0,-1,1,1,-1,0,15,2.16,3.25,3.54,1
0,1,-1,1,1,1,1,9,-1,-1,0,0,1,1,1,7,4.33,3.45,1.88,-1
0,1,-1,1,1,1,-1,3,1,0,1,-1,1,1,-1,6,2.14,3.25,3.57,1
1,1,-1,0,1,1,1,11,-1,0,0,-1,-1,0,-1,9,2.17,3.3,3.47,-1
1,0,0,-1,-1,-1,-1,7,-1,1,1,0,-1,1,-1,3,1.56,4.08,6.23,-1
1,1,0,1,1,-1,1,5,-1,-1,0,-1,0,1,-1,18,3.43,3.5,2.14,0
-1,1,-1,1,-1,1,1,12,-1,-1,-1,-1,-1,-1,-1,6,3.36,3.32,2.23,-1
1,-1,1,1,1,1,-1,7,0,1,1,1,1,1,-1,16,1.16,7.9,15.81,1
0,1,-1,1,-1,-1,-1,1,0,-1,1,1,-1,0,-1,15,2.33,3.21,3.22,1
0,0,-1,-1,-1,-1,-1,6,-1,1,0,-1,-1,-1,1,11,3.49,3.47,2.09,1
1,1,-1,0,-1,0,1,11,-1,0,-1,1,-1,-1,-1,2,8.8,4.32,1.41,1
0,-1,1,-1,-1,1,1,5,-1,1,-1,1,-1,-1,1,13,1.44,4.43,7.73,1
0,0,1,1,0,1,-1,9,1,1,1,1,1,-1,-1,16,1.71,3.66,5.15,1
1,0,1,0,-1,1,0,15,0,-1,-1,-1,0,-1,-1,13,2.14,3.23,3.62,1
0,1,0,0,-1,-1,1,16,-1,0,1,-1,-1,-1,1,19,1.72,3.65,5.06,0
1,0,1,1,-1,1,0,4,1,1,0,-1,1,-1,1,3,1.8,3.59,4.57,0
0,-1,0,-1,1,1,1,19,-1,-1,-1,-1,-1,-1,1,4,4.76,3.6,1.77,-1
1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,5,1.45,4.65,6.76,1
1,-1,-1,1,0,1,1,16,1,-1,-1,-1,-1,1,-1,5,2.24,3.26,3.31,-1
-1,0,1,-1,1,-1,0,2,1,-1,1,1,-1,-1,-1,8,1.99,3.44,3.86,1
-1,0,1,1,1,-1,1,12,1,0,1,-1,-1,-1,1,16,2.37,3.18,3.16,-1
0,-1,1,1,1,-1,0,20,-1,1,0,1,0,-1,-1,11,1.26,5.64,12.49,-1
-1,-1,-1,-1,1,1,1,13,0,-1,0,1,-1,0,-1,16,2.65,3.16,2.8,1
-1,1,-1,1,1,-1,1,13,0,1,1,1,1,1,-1,4,1.33,5.33,9.11,-1
1,1,1,0,1,1,1,14,-1,0,0,1,1,-1,0,12,3.98,3.47,1.95,-1
0,1,-1,1,1,1,1,2,0,-1,-1,0,-1,1,-1,10,2.39,3.25,3.08,1
1,1,1,1,1,-1,-1,4,0,-1,-1,1,-1,0,0,6,2.45,3.36,2.89,1
1,1,1,1,-1,1,-1,6,1,-1,1,1,1,-1,-1,1,8.27,4.86,1.38,-1
-1,1,1,1,-1,1,1,5,1,1,-1,0,-1,-1,1,18,1.56,3.98,6.29,1
-1,0,-1,0,1,1,-1,9,0,-1,-1,-1,1,-1,1,12,2.1,3.22,3.77,1
0,-1,1,1,1,-1,-1,12,-1,-1,0,-1,-1,-1,1,15,2.12,3.39,3.51,1
1,-1,-1,1,1,1,1,9,1,-1,-1,-1,1,0,1,19,1.47,4.4,6.99,-1
1,1,0,1,-1,1,1,7,-1,1,-1,-1,1,-1,1,15,2.11,3.31,3.62,1
-1,1,0,1,1,-1,1,19,-1,-1,-1,-1,1,1,-1,3,4.73,3.55,1.79,-1
0,0,-1,-1,1,0,-1,12,-1,-1,-1,1,-1,-1,-1,5,3.07,3.37,2.33,0
1,-1,-1,-1,1,1,-1,1,0,-1,1,-1,1,0,-1,3,2.39,3.51,2.88,1
1,0,-1,1,0,1,1,18,-1,1,-1,-1,-1,-1,-1,2,4.82,3.53,1.79,-1
1,1,-1,1,0,0,1,6,-1,-1,-1,1,-1,1,1,8,1.41,4.65,8.08,1
1,1,1,-1,-1,1,-1,3,0,1,0,-1,-1,1,-1,7,1.4,4.51,8.59,-1
1,-1,1,-1,0,1,1,3,-1,0,-1,-1,1,-1,1,18,1.15,8.27,15.76,0
1,1,-1,1,1,1,0,4,1,-1,-1,-1,1,1,-1,13,3.37,3.33,2.17,1
1,1,1,-1,1,-1,1,12,1,1,-1,-1,-1,-1,1,9,2.43,3.25,2.95,0
1,1,1,-1,0,-1,-1,18,-1,0,-1,1,-1,-1,-1,8,1.19,6.8,14.04,0
-1,1,1,-1,1,-1,1,16,0,1,-1,0,-1,-1,1,12,2.65,3.32,2.64,-1
1,1,-1,1,-1,-1,1,10,1,0,-1,-1,1,-1,1,6,1.51,4.24,6.31,-1
-1,1,1,1,1,1,-1,2,0,-1,-1,1,-1,1,0,12,2.19,3.26,3.41,-1
1,0,1,1,1,-1,1,17,1,1,1,-1,-1,1,-1,1,2.37,3.35,2.95,-1
-1,-1,-1,1,1,1,1,17,-1,1,-1,0,0,-1,-1,6,4.6,3.53,1.79,-1
1,1,-1,-1,1,-1,-1,3,1,1,1,1,1,-1,1,8,8.22,5.06,1.35,1
-1,1,-1,0,1,1,0,3,0,1,1,-1,0,1,0,12,1.19,7.06,12.79,1
-1,1,1,1,1,-1,0,8,-1,1,1,-1,1,1,-1,4,2.28,3.31,3.17,1
1,1,1,-1,-1,1,1,12,1,1,-1,-1,-1,-1,1,17,1.36,4.94,8.44,0
0,1,-1,1,1,1,0,9,-1,1,-1,-1,-1,0,-1,4,2.76,3.38,2.52,-1
-1,1,0,1,1,-1,-1,12,-1,-1,1,-1,1,-1,0,13,3.1,3.33,2.32,1
-1,-1,1,0,-1,0,1,12,-1,1,-1,1,1,-1,1,11,1.66,3.68,5.5,1
-1,-1,-1,-1,1,-1,1,8,0,-1,-1,-1,1,-1,1,18,1.88,3.57,4.11,1
1,1,-1,1,-1,0,-1,12,-1,-1,1,0,1,1,0,20,7.49,4.61,1.42,1
-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,2,1.67,3.93,5.03,-1
0,1,1,-1,1,-1,-1,7,-1,1,0,-1,-1,0,-1,3,1.89,3.57,4.07,-1
-1,1,0,0,1,1,-1,6,-1,-1,1,-1,1,-1,1,18,1.27,5.68,11.09,1
-1,1,-1,-1,1,-1,1,9,1,-1,-1,-1,0,-1,1,4,2.43,3.18,3.04,1
1,-1,1,-1,1,0,1,12,1,-1,-1,-1,-1,1,0,17,1.35,5.16,8.21,1
-1,-1,-1,1,-1,1,1,8,-1,1,-1,1,0,1,-1,12,2.02,3.47,3.69,-1
1,-1,1,-1,1,-1,1,16,-1,1,0,1,1,0,-1,20,2.28,3.37,3.11,1
1,-1,1,1,1,0,-1,8,-1,-1,1,1,-1,-1,0,17,2.42,3.31,2.94,1
1,0,1,1,-1,-1,1,13,-1,-1,-1,-1,1,0,-1,7,4.1,3.59,1.88,-1
-1,-1,1,-1,-1,1,1,4,1,0,-1,-1,0,-1,1,2,4.7,3.8,1.73,-1
1,0,0,1,1,-1,1,4,1,-1,0,1,0,-1,-1,13,1.27,5.73,11,1
1,1,1,1,-1,-1,-1,2,-1,-1,-1,1,-1,1,-1,18,1.2,6.65,14.41,0
1,1,-1,1,-1,-1,-1,7,1,-1,-1,1,-1,1,1,1,8.29,4.76,1.38,0
-1,-1,1,-1,1,1,-1,7,-1,-1,-1,-1,1,0,-1,18,1.37,5.05,8.25,1
-1,1,-1,0,-1,1,-1,12,-1,0,1,0,-1,-1,-1,13,1.13,9.06,18.19,1
0,1,1,0,1,-1,-1,2,1,-1,1,-1,0,-1,-1,13,2.05,3.05,4.17,1
-1,0,-1,-1,0,1,1,20,-1,-1,-1,1,1,1,0,2,7.66,4.62,1.41,-1
1,-1,-1,1,1,0,1,16,-1,1,-1,1,1,1,0,7,2.53,3.36,2.77,0
1,1,1,-1,0,1,1,18,1,-1,1,1,-1,-1,1,4,3.81,3.45,1.99,-1
1,1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,16,1.2,7.14,12.43,1
1,1,0,1,-1,-1,1,2,-1,1,1,-1,1,-1,-1,11,1.15,8.41,15,1
1,1,-1,1,-1,1,0,18,0,0,-1,-1,1,-1,-1,4,4.31,3.6,1.84,-1
