1,-1,1,1,1,1,0,18,-1,1,-1,-1,0,1,1,13,-1
1,1,0,1,0,1,0,13,-1,1,-1,-1,1,0,1,18,0
1,-1,-1,0,1,-1,1,4,1,-1,0,0,1,0,1,7,1
1,-1,0,1,0,1,-1,1,1,-1,1,-1,-1,-1,0,13,1
1,-1,-1,0,-1,1,-1,13,1,1,0,-1,-1,1,0,11,1
0,1,1,0,1,0,1,11,1,-1,1,1,0,-1,1,4,1
0,1,0,1,1,1,1,8,1,1,0,-1,1,-1,-1,4,1
-1,1,1,-1,0,-1,0,19,1,-1,0,1,-1,0,-1,1,-1
-1,1,1,0,-1,-1,-1,15,1,1,0,1,-1,1,-1,10,-1
-1,1,1,1,0,0,1,13,1,-1,0,-1,-1,0,-1,3,1
1,0,0,-1,0,-1,1,7,1,0,-1,0,-1,1,-1,1,-1
-1,0,1,1,-1,0,1,8,-1,-1,0,-1,0,-1,-1,14,1
1,-1,1,1,1,0,1,16,0,-1,-1,-1,-1,-1,1,8,0
1,-1,-1,0,1,-1,1,3,1,-1,-1,-1,-1,0,1,20,1
1,0,1,0,1,0,0,17,-1,-1,-1,-1,0,0,1,7,-1
1,1,1,1,0,-1,1,17,-1,-1,1,0,1,0,1,20,1
1,1,1,1,1,-1,0,9,0,0,1,0,1,-1,1,7,-1
1,0,1,0,1,1,1,12,-1,-1,-1,0,0,-1,-1,12,0
1,0,-1,1,0,1,-1,1,1,1,0,-1,1,-1,-1,3,1
1,1,0,-1,-1,-1,-1,17,1,1,-1,1,1,0,-1,3,-1
1,0,1,1,1,1,1,8,-1,-1,-1,0,1,-1,-1,17,1
1,-1,0,-1,0,-1,1,16,1,0,1,-1,1,-1,1,12,1
0,-1,0,-1,1,-1,-1,5,0,-1,0,-1,-1,-1,0,12,1
1,1,0,0,1,1,0,10,1,0,-1,1,-1,-1,-1,7,1
-1,-1,0,1,-1,-1,1,12,-1,-1,-1,-1,1,0,1,11,0
-1,1,1,1,0,1,0,17,0,-1,0,-1,0,0,1,14,-1
0,1,1,-1,0,1,1,8,0,1,-1,0,-1,1,-1,1,1
1,1,1,0,0,-1,-1,8,0,-1,0,-1,1,-1,1,1,-1
-1,0,1,-1,1,1,1,4,-1,0,-1,-1,0,-1,-1,3,-1
-1,1,0,1,-1,1,1,1,0,-1,-1,0,-1,-1,1,3,1
1,1,0,-1,1,1,1,19,-1,0,-1,1,-1,1,1,1,-1
0,1,1,1,1,1,1,7,-1,-1,-1,0,-1,0,1,17,1
1,0,-1,-1,-1,-1,-1,14,-1,0,-1,0,0,1,1,14,1
-1,1,-1,-1,0,1,-1,3,1,0,1,0,1,-1,-1,18,1
0,-1,1,-1,1,-1,1,11,-1,-1,-1,1,0,1,0,13,1
1,0,1,1,1,0,1,11,1,0,-1,1,1,-1,0,15,1
0,1,-1,1,1,1,1,9,-1,-1,0,0,1,1,1,7,-1
0,1,-1,1,1,1,-1,3,1,0,1,-1,1,1,-1,6,1
1,1,-1,0,1,1,1,11,-1,0,0,-1,-1,0,-1,9,-1
1,0,0,-1,-1,-1,-1,7,-1,1,1,0,-1,1,-1,3,-1
1,1,0,1,1,-1,1,5,-1,-1,0,-1,0,1,-1,18,0
-1,1,-1,1,-1,1,1,12,-1,-1,-1,-1,-1,-1,-1,6,-1
1,-1,1,1,1,1,-1,7,0,1,1,1,1,1,-1,16,1
0,1,-1,1,-1,-1,-1,1,0,-1,1,1,-1,0,-1,15,1
0,0,-1,-1,-1,-1,-1,6,-1,1,0,-1,-1,-1,1,11,1
1,1,-1,0,-1,0,1,11,-1,0,-1,1,-1,-1,-1,2,1
0,-1,1,-1,-1,1,1,5,-1,1,-1,1,-1,-1,1,13,1
0,0,1,1,0,1,-1,9,1,1,1,1,1,-1,-1,16,1
1,0,1,0,-1,1,0,15,0,-1,-1,-1,0,-1,-1,13,1
0,1,0,0,-1,-1,1,16,-1,0,1,-1,-1,-1,1,19,0
1,0,1,1,-1,1,0,4,1,1,0,-1,1,-1,1,3,0
0,-1,0,-1,1,1,1,19,-1,-1,-1,-1,-1,-1,1,4,-1
1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,5,1
1,-1,-1,1,0,1,1,16,1,-1,-1,-1,-1,1,-1,5,-1
-1,0,1,-1,1,-1,0,2,1,-1,1,1,-1,-1,-1,8,1
-1,0,1,1,1,-1,1,12,1,0,1,-1,-1,-1,1,16,-1
0,-1,1,1,1,-1,0,20,-1,1,0,1,0,-1,-1,11,-1
-1,-1,-1,-1,1,1,1,13,0,-1,0,1,-1,0,-1,16,1
-1,1,-1,1,1,-1,1,13,0,1,1,1,1,1,-1,4,-1
1,1,1,0,1,1,1,14,-1,0,0,1,1,-1,0,12,-1
0,1,-1,1,1,1,1,2,0,-1,-1,0,-1,1,-1,10,1
1,1,1,1,1,-1,-1,4,0,-1,-1,1,-1,0,0,6,1
1,1,1,1,-1,1,-1,6,1,-1,1,1,1,-1,-1,1,-1
-1,1,1,1,-1,1,1,5,1,1,-1,0,-1,-1,1,18,1
-1,0,-1,0,1,1,-1,9,0,-1,-1,-1,1,-1,1,12,1
0,-1,1,1,1,-1,-1,12,-1,-1,0,-1,-1,-1,1,15,1
1,-1,-1,1,1,1,1,9,1,-1,-1,-1,1,0,1,19,-1
1,1,0,1,-1,1,1,7,-1,1,-1,-1,1,-1,1,15,1
-1,1,0,1,1,-1,1,19,-1,-1,-1,-1,1,1,-1,3,-1
0,0,-1,-1,1,0,-1,12,-1,-1,-1,1,-1,-1,-1,5,0
1,-1,-1,-1,1,1,-1,1,0,-1,1,-1,1,0,-1,3,1
1,0,-1,1,0,1,1,18,-1,1,-1,-1,-1,-1,-1,2,-1
1,1,-1,1,0,0,1,6,-1,-1,-1,1,-1,1,1,8,1
1,1,1,-1,-1,1,-1,3,0,1,0,-1,-1,1,-1,7,-1
1,-1,1,-1,0,1,1,3,-1,0,-1,-1,1,-1,1,18,0
1,1,-1,1,1,1,0,4,1,-1,-1,-1,1,1,-1,13,1
1,1,1,-1,1,-1,1,12,1,1,-1,-1,-1,-1,1,9,0
1,1,1,-1,0,-1,-1,18,-1,0,-1,1,-1,-1,-1,8,0
-1,1,1,-1,1,-1,1,16,0,1,-1,0,-1,-1,1,12,-1
1,1,-1,1,-1,-1,1,10,1,0,-1,-1,1,-1,1,6,-1
-1,1,1,1,1,1,-1,2,0,-1,-1,1,-1,1,0,12,-1
1,0,1,1,1,-1,1,17,1,1,1,-1,-1,1,-1,1,-1
-1,-1,-1,1,1,1,1,17,-1,1,-1,0,0,-1,-1,6,-1
1,1,-1,-1,1,-1,-1,3,1,1,1,1,1,-1,1,8,1
-1,1,-1,0,1,1,0,3,0,1,1,-1,0,1,0,12,1
-1,1,1,1,1,-1,0,8,-1,1,1,-1,1,1,-1,4,1
1,1,1,-1,-1,1,1,12,1,1,-1,-1,-1,-1,1,17,0
0,1,-1,1,1,1,0,9,-1,1,-1,-1,-1,0,-1,4,-1
-1,1,0,1,1,-1,-1,12,-1,-1,1,-1,1,-1,0,13,1
-1,-1,1,0,-1,0,1,12,-1,1,-1,1,1,-1,1,11,1
-1,-1,-1,-1,1,-1,1,8,0,-1,-1,-1,1,-1,1,18,1
1,1,-1,1,-1,0,-1,12,-1,-1,1,0,1,1,0,20,1
-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,2,-1
0,1,1,-1,1,-1,-1,7,-1,1,0,-1,-1,0,-1,3,-1
-1,1,0,0,1,1,-1,6,-1,-1,1,-1,1,-1,1,18,1
-1,1,-1,-1,1,-1,1,9,1,-1,-1,-1,0,-1,1,4,1
1,-1,1,-1,1,0,1,12,1,-1,-1,-1,-1,1,0,17,1
-1,-1,-1,1,-1,1,1,8,-1,1,-1,1,0,1,-1,12,-1
1,-1,1,-1,1,-1,1,16,-1,1,0,1,1,0,-1,20,1
1,-1,1,1,1,0,-1,8,-1,-1,1,1,-1,-1,0,17,1
1,0,1,1,-1,-1,1,13,-1,-1,-1,-1,1,0,-1,7,-1
-1,-1,1,-1,-1,1,1,4,1,0,-1,-1,0,-1,1,2,-1
1,0,0,1,1,-1,1,4,1,-1,0,1,0,-1,-1,13,1
1,1,1,1,-1,-1,-1,2,-1,-1,-1,1,-1,1,-1,18,0
1,1,-1,1,-1,-1,-1,7,1,-1,-1,1,-1,1,1,1,0
-1,-1,1,-1,1,1,-1,7,-1,-1,-1,-1,1,0,-1,18,1
-1,1,-1,0,-1,1,-1,12,-1,0,1,0,-1,-1,-1,13,1
0,1,1,0,1,-1,-1,2,1,-1,1,-1,0,-1,-1,13,1
-1,0,-1,-1,0,1,1,20,-1,-1,-1,1,1,1,0,2,-1
1,-1,-1,1,1,0,1,16,-1,1,-1,1,1,1,0,7,0
1,1,1,-1,0,1,1,18,1,-1,1,1,-1,-1,1,4,-1
1,1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,16,1
1,1,0,1,-1,-1,1,2,-1,1,1,-1,1,-1,-1,11,1
1,1,-1,1,-1,1,0,18,0,0,-1,-1,1,-1,-1,4,-1
1,1,1,-1,0,1,-1,8,1,-1,1,-1,-1,1,-1,7,0
1,-1,0,-1,1,-1,1,12,0,-1,-1,1,1,-1,1,13,-1
1,1,1,0,1,-1,1,5,-1,1,-1,0,-1,-1,-1,14,1
0,-1,0,1,1,1,1,14,1,-1,-1,-1,0,1,-1,8,-1
1,0,-1,1,1,1,1,1,0,-1,-1,1,1,0,-1,12,8,1
-1,-1,-1,0,1,1,-1,17,1,1,0,0,-1,-1,-1,1,8,-1
-1,-1,0,0,-1,-1,0,6,-1,1,-1,0,-1,1,-1,20,8,1
1,1,1,1,1,1,1,6,-1,-1,1,1,0,-1,-1,8,8,-1
0,1,-1,-1,-1,1,-1,6,-1,-1,-1,0,1,-1,-1,12,8,1
1,-1,1,1,-1,0,1,5,0,0,-1,0,0,0,-1,10,9,1
1,0,1,1,-1,1,1,5,0,0,-1,-1,-1,0,0,10,10,0
-1,1,1,1,1,1,1,8,1,1,1,-1,0,-1,-1,19,8,1
-1,1,0,1,1,0,0,8,0,1,-1,-1,-1,-1,-1,3,8,1
1,1,0,-1,1,1,1,13,1,1,0,-1,-1,1,1,17,9,0
-1,0,0,1,1,1,-1,1,-1,0,-1,-1,0,0,-1,9,9,1
0,1,0,0,0,1,1,6,1,1,-1,1,-1,-1,0,3,9,1
-1,1,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,10,9,1
-1,1,0,1,-1,1,1,19,-1,-1,-1,-1,-1,-1,-1,10,9,1
-1,-1,1,0,1,1,1,19,1,1,0,0,1,0,1,17,10,-1
-1,1,1,1,1,1,1,3,1,0,0,1,1,0,-1,10,10,1
0,1,1,1,1,-1,-1,4,1,-1,-1,1,0,-1,-1,7,8,1
0,1,1,1,0,0,0,7,-1,1,1,1,-1,1,-1,10,11,1
1,-1,-1,0,1,1,-1,7,0,-1,-1,1,-1,-1,0,6,10,1
1,1,-1,1,1,0,1,4,-1,-1,-1,-1,-1,1,-1,12,12,1
1,0,1,1,1,0,1,1,0,0,1,1,0,-1,-1,12,10,1
-1,-1,0,1,1,-1,1,5,-1,-1,-1,0,0,0,-1,8,11,1
1,1,1,1,1,1,1,2,1,1,1,-1,1,-1,-1,11,11,1
1,0,0,0,1,1,1,5,1,-1,0,-1,-1,-1,1,19,10,1
1,1,1,1,1,1,1,12,1,0,0,1,0,1,1,12,10,-1
-1,0,1,1,-1,-1,0,18,-1,-1,-1,-1,1,1,-1,4,10,-1
-1,1,-1,1,1,0,1,8,-1,0,-1,1,-1,-1,-1,19,9,-1
1,0,-1,1,1,1,0,17,0,-1,-1,0,0,-1,-1,9,10,-1
1,1,-1,0,1,1,1,10,-1,1,-1,-1,0,-1,-1,3,11,-1
1,1,1,1,-1,1,1,9,0,0,-1,-1,-1,1,-1,4,11,1
-1,1,1,0,1,1,-1,1,0,-1,-1,-1,0,-1,-1,2,14,1
0,-1,-1,0,1,1,1,13,-1,-1,-1,1,-1,-1,-1,8,11,0
0,1,1,1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,15,11,1
1,0,1,1,1,-1,1,20,-1,-1,-1,-1,-1,-1,-1,1,12,-1
0,0,-1,0,-1,-1,-1,15,-1,1,-1,-1,0,-1,1,5,11,-1
-1,-1,1,-1,1,1,1,9,0,0,0,-1,-1,-1,-1,7,11,1
1,1,0,0,0,1,1,7,-1,1,0,-1,-1,-1,1,13,13,1
1,1,1,-1,-1,1,-1,5,0,1,-1,-1,-1,0,1,17,10,1
1,1,0,0,1,1,-1,7,0,-1,-1,1,1,0,1,18,11,1
1,1,-1,-1,1,-1,1,1,1,-1,-1,0,-1,1,1,6,11,1
1,1,1,0,1,1,1,3,0,-1,-1,-1,1,-1,1,20,12,0
-1,1,1,1,0,-1,1,15,-1,-1,-1,1,-1,-1,-1,3,12,0
-1,0,1,1,-1,1,1,6,1,1,0,-1,-1,-1,0,14,12,1
0,0,1,1,1,1,1,9,-1,1,1,-1,1,-1,-1,1,12,-1
1,1,-1,1,1,1,0,11,0,-1,1,-1,-1,-1,1,18,13,-1
-1,0,1,1,1,-1,1,9,-1,0,0,-1,-1,1,-1,8,13,1
1,1,-1,-1,0,-1,1,19,-1,-1,0,-1,-1,1,-1,2,12,-1
1,1,1,1,1,-1,1,15,1,-1,1,-1,-1,-1,-1,7,12,-1
1,1,0,1,-1,-1,1,6,-1,0,0,0,-1,-1,-1,9,12,0
1,1,1,1,1,1,-1,3,0,1,0,1,1,1,1,14,13,0
1,1,1,0,-1,1,0,14,0,-1,-1,-1,-1,-1,1,11,13,1
0,0,1,1,-1,1,1,6,-1,-1,-1,-1,1,-1,1,17,13,1
0,0,0,1,1,1,0,9,-1,-1,0,-1,-1,-1,0,4,15,0
1,-1,1,1,1,-1,-1,18,-1,-1,-1,-1,-1,1,0,2,12,0
-1,0,-1,-1,-1,-1,0,15,-1,-1,0,1,-1,0,-1,13,13,0
-1,0,1,1,1,0,1,15,-1,1,1,0,1,-1,1,19,13,0
1,1,-1,1,1,1,0,2,-1,0,-1,1,1,-1,0,7,13,1
1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,11,16,1
1,-1,1,1,1,1,-1,10,0,-1,-1,-1,1,-1,-1,7,13,-1
-1,-1,1,-1,1,1,-1,1,0,-1,-1,1,-1,-1,-1,7,13,1
-1,1,1,1,-1,-1,0,17,-1,-1,1,-1,-1,-1,-1,6,13,0
-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,1,0,20,14,0
1,1,1,1,-1,1,1,12,-1,1,-1,-1,-1,0,-1,2,15,-1
1,-1,1,1,1,1,0,6,1,1,0,1,-1,1,0,19,15,1
1,0,1,1,1,0,0,5,0,-1,-1,1,-1,-1,-1,6,14,-1
1,-1,1,1,1,0,-1,10,0,0,-1,-1,-1,0,0,10,14,1
1,1,1,-1,1,1,-1,8,0,1,1,1,1,0,0,15,15,1
1,1,1,-1,-1,0,0,15,1,-1,-1,-1,-1,1,1,10,14,1
0,1,-1,-1,1,0,1,8,-1,-1,-1,1,-1,1,-1,18,14,1
0,1,1,1,0,1,0,13,-1,0,1,-1,0,-1,0,15,14,1
1,1,1,1,-1,0,0,4,0,-1,-1,1,-1,1,-1,1,15,-1
1,1,-1,1,1,1,-1,6,-1,1,-1,-1,1,-1,0,1,15,-1
0,1,1,1,0,0,1,10,-1,-1,1,1,0,0,-1,16,17,1
-1,1,1,1,0,1,-1,2,0,-1,-1,-1,0,0,1,5,15,1
1,1,1,1,-1,-1,1,10,-1,1,1,-1,0,-1,-1,8,15,1
1,1,-1,1,-1,0,0,20,-1,-1,1,-1,-1,1,-1,5,15,-1
-1,0,-1,1,-1,0,1,19,-1,-1,-1,1,-1,-1,1,13,15,0
-1,-1,-1,-1,0,0,1,14,-1,-1,-1,0,-1,0,-1,14,15,1
0,-1,1,0,1,0,1,12,-1,-1,-1,1,0,0,1,4,16,1
-1,1,1,1,1,0,1,6,-1,1,-1,-1,-1,1,1,6,16,0
1,1,-1,1,1,-1,0,12,-1,-1,-1,0,0,-1,-1,10,17,1
1,1,1,0,0,-1,1,5,1,-1,0,-1,0,-1,-1,13,16,0
1,-1,1,1,-1,1,-1,4,0,1,-1,1,0,-1,0,19,17,1
1,-1,-1,0,0,1,1,15,-1,1,-1,1,0,0,1,20,16,1
-1,1,1,1,0,-1,1,10,1,1,1,0,0,-1,-1,16,15,1
1,1,0,1,0,1,1,16,-1,-1,1,-1,1,-1,-1,18,16,-1
-1,-1,1,0,1,1,1,9,-1,-1,1,-1,1,-1,1,1,16,-1
1,1,1,0,1,-1,1,1,1,-1,-1,1,-1,0,1,3,16,1
1,0,1,0,1,1,0,13,1,-1,-1,1,-1,1,-1,4,18,0
1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,1,16,19,1
1,-1,1,-1,1,1,-1,18,-1,-1,-1,0,1,-1,-1,7,16,-1
1,1,1,-1,-1,1,1,11,-1,-1,0,0,1,-1,0,5,16,-1
-1,-1,0,0,1,1,1,16,1,1,0,0,-1,-1,-1,13,17,-1
1,1,0,0,1,1,1,11,-1,-1,1,0,0,1,-1,4,19,-1
-1,1,1,1,-1,-1,0,7,-1,1,-1,-1,1,0,-1,13,17,1
-1,1,-1,0,0,-1,1,20,-1,-1,-1,-1,0,-1,0,7,17,-1
1,1,-1,1,0,-1,1,2,-1,-1,1,1,-1,-1,1,10,17,0
-1,1,-1,0,1,0,1,19,1,-1,0,-1,-1,-1,1,9,17,-1
1,-1,0,0,-1,1,-1,4,-1,-1,0,-1,1,-1,-1,2,18,1
-1,1,1,-1,0,1,1,12,-1,1,1,-1,-1,1,0,11,19,0
1,-1,0,0,-1,1,-1,20,-1,-1,0,1,-1,-1,1,10,18,1
-1,1,-1,1,1,-1,-1,18,-1,-1,-1,0,-1,0,1,5,17,-1
1,1,0,1,0,-1,-1,4,1,0,0,-1,-1,-1,1,16,19,1
0,1,0,1,1,-1,1,16,1,0,0,1,-1,1,-1,20,18,1
-1,0,0,-1,1,-1,1,2,-1,1,-1,-1,1,1,1,18,19,1
1,1,-1,0,1,1,0,10,0,-1,0,-1,-1,0,0,14,20,1
1,0,0,-1,1,0,-1,6,-1,1,0,-1,0,-1,1,19,18,0
1,0,-1,1,1,-1,1,8,1,1,-1,-1,1,0,0,12,18,1
1,-1,1,0,-1,1,0,1,-1,0,0,-1,-1,-1,1,13,18,1
1,1,-1,1,-1,1,0,6,-1,0,-1,1,-1,-1,-1,3,19,1
-1,0,0,1,1,1,-1,14,1,-1,1,-1,1,1,-1,1,18,-1
1,0,1,1,1,-1,-1,8,-1,-1,-1,1,1,0,-1,9,18,1
